individual_id,age,sex,dominant_genetic_ancestry,self_reported_ethnicity_1,self_reported_ethnicity_2,is_multiselect,self_report_concordant_with_genetics,true_ancestry_frac_African,true_ancestry_frac_European,true_ancestry_frac_East_Asian,true_ancestry_frac_South_Asian,true_ancestry_frac_American_Indigenous,phenotype
IND000308,36.3,M,East Asian,East Asian,,False,True,0.1617055989208427,1.3100130705561349e-05,0.7853297167914717,9.902096377479547e-09,0.05295157425488368,-1.6190042743477433
IND000309,78.6,M,South Asian,South Asian,European,True,True,0.14588805983878966,0.2964717867442764,0.023237931122512778,0.523692997243642,0.010709225050779066,-0.24556408280712838
IND000310,18.0,M,African,African,,False,True,0.8058990677119715,0.016786845976169806,0.16755429415601772,0.006939180651015632,0.0028206115048254,-1.6874536489254837
IND000311,50.1,F,European,European,African,True,True,0.4149061937075511,0.5712322265270842,4.078533026867844e-06,0.012494745671643165,0.0013627555606946936,0.2155296392277094
IND000312,28.8,M,American/Indigenous,East Asian,,False,False,4.1559367621490574e-05,0.1393107971206304,0.26465904218973996,0.009404979718376262,0.5865836216036318,0.4113821560177938
IND000313,62.4,M,American/Indigenous,American/Indigenous,,False,True,2.8642600983810934e-06,0.13735498422038064,0.22223319110968662,0.014301825311961737,0.6261071350978727,1.6901448539733992
IND000314,77.5,F,American/Indigenous,American/Indigenous,South Asian,True,True,0.0037600908780354163,7.896999942724183e-08,0.18800438759375498,0.3343236048350889,0.47391183772312123,1.0318511580609049
IND000315,53.3,M,African,South Asian,,False,False,0.8472973139064359,0.008321944307367211,0.010931636591837357,0.13344817656712157,9.286272380538884e-07,-1.6973621329313688
IND000316,50.4,F,American/Indigenous,American/Indigenous,South Asian,True,True,0.010063587048698239,0.06453358930087087,0.06965048927516561,0.2737862967390901,0.5819660376361753,0.7955844488628772
IND000317,62.2,M,American/Indigenous,East Asian,,False,False,3.989727911981879e-06,0.05059637274320254,0.17623826821171729,0.07759838714152079,0.6955629821756474,-0.9481348748602071
IND000318,78.8,M,African,South Asian,,False,False,0.660143351427818,0.000351302630337872,0.006348745453520274,0.08016857454641345,0.25298802594191055,-1.8090692505805357
IND000319,77.0,F,American/Indigenous,American/Indigenous,,False,True,0.0010648287890203784,0.08317585081024235,0.011917170883276809,1.127802528848588e-07,0.9038420367372078,-0.5033143329504721
IND000320,39.0,F,American/Indigenous,American/Indigenous,East Asian,True,True,0.0679808941368403,5.6609342335856805e-05,0.3974063937013668,0.013870831431189865,0.520685271388267,0.2533038872536888
IND000321,72.2,M,East Asian,East Asian,,False,True,0.08508116447373223,0.0010091351240194243,0.8958916227871869,0.017346745250940383,0.0006713323641209013,-0.2848775281716639
IND000322,40.9,F,South Asian,South Asian,,False,True,0.27937832170071014,0.24202047914246777,0.007918609143027625,0.46889465677913766,0.0017879332346566552,1.01592050584165
IND000323,58.9,F,East Asian,East Asian,,False,True,0.012065992313999652,0.00015030775670640695,0.8096868597300354,0.14062326988986792,0.0374735703093906,-0.16436976176149787
IND000324,43.1,M,American/Indigenous,American/Indigenous,,False,True,0.2110850953208155,0.12700319357386652,0.09687780754941754,0.1406895184044181,0.4243443851514823,1.1258678268737792
IND000325,57.6,F,East Asian,American/Indigenous,,False,False,0.010096834243327964,0.002480141855471097,0.5026710786428648,0.18921838103334435,0.2955335642249919,-0.10259545579493559
IND000326,44.9,M,African,African,,False,True,0.4960584193015668,0.2534287910248032,0.054729719795381764,0.16503823398212514,0.030744835896123136,0.07490857037173679
IND000327,26.5,F,East Asian,East Asian,,False,True,0.004297999956171563,0.0011694305946111571,0.8156864115655466,0.001262983528518608,0.17758317435515208,-0.3390644194398376
IND000328,18.0,F,European,European,,False,True,0.04247391156153064,0.5825202859606656,0.11472061844346894,0.006614386570818892,0.2536707974635159,0.24206994103689344
IND000329,61.6,M,European,European,,False,True,2.7287680324810096e-08,0.8417421506425,0.0068327166820433835,0.12390371027708152,0.02752139511069467,0.2012749247521144
IND000330,31.4,F,American/Indigenous,American/Indigenous,,False,True,0.0019251129242140628,0.0077964375753388085,0.004294982225376993,0.00017117028884241697,0.9858122969862276,-1.3830509706208112
IND000331,29.2,M,European,European,,False,True,0.1757841702483184,0.6488718946436393,0.00207968445772178,0.00048807555877930113,0.17277617509154133,0.7786345268864341
IND000332,38.5,M,African,African,,False,True,0.6606166589207983,0.013668794872281086,0.12479156981687901,0.19148392442702133,0.009439051963020298,0.022778452669417693
IND000333,19.0,M,African,African,,False,True,0.689210128451678,0.12227554731333035,0.09112709402986319,0.048197575194555725,0.04918965501057282,0.19024131331243266
IND000334,43.0,M,American/Indigenous,American/Indigenous,,False,True,0.001620379758172863,0.04357143802165434,0.1137970104677035,0.3225367209261031,0.5184744508263662,-0.4540993422359565
IND000335,37.4,M,South Asian,South Asian,,False,True,0.017312843039552266,0.126631306414154,0.0038758704497553,0.8520803333986682,9.964669787027424e-05,-0.2532073261457197
IND000336,62.5,F,African,African,,False,True,0.43926588665784655,0.1775220566781738,0.006771665149787569,0.33700919529682577,0.039431196217366314,1.355509186129545
IND000337,83.0,M,South Asian,South Asian,,False,True,0.007221262671521126,0.25856312011725613,0.029671885417169613,0.37431607085640034,0.3302276609376528,2.2720231660042423
IND000338,60.0,F,East Asian,European,,False,False,0.003958686340809062,0.1905012073681376,0.6460525688337974,0.0917603965110558,0.06772714094620017,-2.106783064736698
IND000339,77.7,M,American/Indigenous,American/Indigenous,,False,True,0.013833142480406962,0.021735838854690194,0.024837195446723533,0.0038348920310773485,0.9357589311871021,0.8558461709538274
IND000340,34.9,F,African,East Asian,,False,False,0.3893793829388523,0.34851218517264526,0.2528453610778626,0.00033984558507549014,0.008923225225564359,-1.0480508516413236
IND000341,37.9,F,East Asian,East Asian,,False,True,0.04830372068213569,0.21191261873337436,0.5617532736205628,0.06431500112503735,0.1137153858388897,0.07340826386589527
IND000342,45.6,M,African,East Asian,,False,False,0.5855246527534503,0.004458967265166994,0.37150380255328036,0.029392364719802166,0.009120212708299892,-0.2656091548771537
IND000343,67.2,F,South Asian,South Asian,,False,True,0.026742036957127024,0.3532672243919347,0.00019852959379083925,0.45362337395193203,0.16616883510521535,1.0306086767516072
IND000344,73.1,M,South Asian,South Asian,European,True,True,0.0027834037490890202,0.4569831714153931,0.0017428801042117317,0.5382936545925139,0.00019689013879229205,0.8655077810000263
IND000345,40.2,M,African,African,East Asian,True,True,0.2962765055708109,0.13332629687659206,0.2808327328802026,0.2225694006226244,0.06699506404977008,0.419357840081911
IND000346,40.4,M,East Asian,East Asian,,False,True,0.04012306687864493,0.16490246830615532,0.7895552061597784,0.000256068795551455,0.005163189859869902,-1.724097679453593
IND000347,23.5,M,African,African,,False,True,0.7521689547134937,0.13122954386169128,0.0032093790426812917,3.107682221169879e-05,0.11336104555992205,-0.30201132900466215
IND000348,50.2,F,European,European,,False,True,0.0002944015342646736,0.8578131234469588,0.031008922347877492,0.10073564131152836,0.010147911359370524,1.2871236750821358
IND000349,63.7,F,African,African,,False,True,0.5198309999916705,0.08591745269252679,6.004926806935468e-05,0.39351297791677015,0.0006785201309633837,0.5066015381985204
IND000350,49.9,M,South Asian,South Asian,African,True,True,0.33240759199298464,0.0037721178505227856,0.0067066053442354865,0.6392796164833785,0.017834068328878395,1.080887067289507
IND000351,25.6,M,East Asian,East Asian,,False,True,0.001893457349307118,0.027595789403065882,0.9512582925516961,1.726642588943791e-05,0.01923519427004157,-1.6911819637203416
IND000352,18.0,F,African,African,,False,True,0.7506455388667208,0.18531577592630355,0.009203626987682872,3.898799944961335e-05,0.054796070219843215,-0.7037734978449389
IND000353,77.2,M,East Asian,East Asian,,False,True,0.16741892401548522,7.01876736039133e-05,0.7248239803304909,0.01115515925961449,0.09653174872080554,-1.1797678923650627
IND000354,69.2,M,European,European,,False,True,0.11698723874809028,0.7763730414136775,1.0595717259162154e-05,0.10603897717979158,0.0005901469411814525,1.75629505788527
IND000355,81.3,F,South Asian,South Asian,,False,True,0.10945703253576285,0.2137715083984664,0.24001221878757864,0.4146344489291026,0.022124791349089415,0.22006975813059712
IND000356,28.8,F,American/Indigenous,American/Indigenous,,False,True,0.005499636184126711,0.0017687843494687682,0.06396188058473161,0.12929498615556684,0.799474712726106,1.101230274743339
IND000357,61.7,M,South Asian,South Asian,,False,True,0.031575229392843185,5.598618137359353e-05,0.002378744305153329,0.8658448943302638,0.10014514579036608,0.4094450745362259
IND000358,59.2,F,American/Indigenous,American/Indigenous,,False,True,0.0002783691120657439,0.31045892650657214,0.03208003807910325,0.14799604853542786,0.509186617766831,-0.5049141871197581
IND000359,61.2,F,European,East Asian,,False,False,0.06305081707859905,0.5052305291676762,0.3933754362841758,1.07807634666741e-05,0.038332436706082336,0.9254309931245397
IND000360,20.1,M,African,African,,False,True,0.9369201850533347,0.009032406952264661,0.0014875635868807466,0.002715452007454595,0.04984439240006506,-0.5110642021189294
IND000361,43.2,F,European,European,,False,True,0.009644618628805966,0.7149488338952149,0.11086831140689997,0.1339433218851827,0.03059491418389666,-0.2629300627623451
IND000362,30.1,F,European,European,American/Indigenous,True,True,0.0024829265106458987,0.6815734831010025,0.005625534742003362,0.019110334624444576,0.2912077210219037,-0.6585786975018619
IND000363,58.5,M,African,African,,False,True,0.8327144344731559,0.10870518771685041,0.04065042299646993,0.017176906707842457,0.0007530481056815943,-0.48746175431694566
IND000364,18.9,M,African,African,,False,True,0.7180285765666647,4.254204890919677e-05,0.28158402558761136,0.00033989829504195207,4.957501772879416e-06,-0.45659547784283405
IND000365,41.1,F,European,European,East Asian,True,True,0.000895644674734324,0.5009456299972249,0.33019020054493864,0.16796132221114668,7.202571955369051e-06,-0.9544855038072027
IND000366,27.8,M,African,African,,False,True,0.9858941664068921,0.007222375146502521,0.00688001516723449,3.443269858979688e-06,9.511968417924878e-12,-2.6084335006768824
IND000367,34.4,M,South Asian,South Asian,American/Indigenous,True,True,0.04057559531295961,0.004659421870679284,0.08382380977397794,0.5445719409606514,0.32636923208173185,1.8614235456806043
IND000368,74.4,F,African,African,,False,True,0.743737310435109,0.0005012855508055847,0.009540269856801493,0.040271072755231674,0.20595006140205213,0.4517610025939357
IND000369,43.0,F,African,African,South Asian,True,True,0.5504543391559169,0.0007161453713706398,0.010262059106589502,0.420357022267194,0.01821043409892899,0.19002528995317877
IND000370,39.8,F,American/Indigenous,American/Indigenous,,False,True,0.04471284891838137,0.017467732521974862,5.519110569178398e-06,0.06336742441741992,0.8744464750316547,0.3709022023076179
IND000371,39.0,F,East Asian,East Asian,African,True,True,0.293301306228139,0.004916425116172924,0.39872605265035493,0.22303743634646056,0.08001877965887255,-1.2290884457065063
IND000372,61.7,F,African,African,,False,True,0.4215912106221722,0.06920421203172547,0.14124124437380825,0.19229753472277653,0.1756657982495175,-1.6853802524614243
IND000373,19.9,M,East Asian,East Asian,,False,True,0.058648146152722284,0.07998994785251949,0.8510384278749223,1.4822446526307155e-05,0.010308655673309538,0.5512696997454317
IND000374,39.2,F,European,European,South Asian,True,True,0.0026990734104203945,0.6236735630231719,0.00967889994357904,0.3279808274815793,0.03596763614124942,0.7511406336151187
IND000375,58.5,F,European,European,,False,True,0.0003352576191285667,0.667609898223108,0.16889527877189475,0.07247608273849415,0.09068348264737464,-0.19827176679939731
IND000376,83.2,M,American/Indigenous,American/Indigenous,European,True,True,0.0016074747906687698,0.4196548575584425,3.166388545254434e-05,0.05523090000974531,0.5234751037556908,0.6974621965442052
IND000377,84.6,M,South Asian,East Asian,,False,False,0.0030460679031753535,5.131123640850992e-06,0.17351258101301725,0.7386622059072736,0.08477401405289291,-0.4465013699313038
IND000378,31.2,M,American/Indigenous,American/Indigenous,,False,True,0.012200281668919212,0.02296758393869003,0.15257109549176529,0.35343108159480174,0.45882995730582377,0.2846316294378919
IND000379,73.9,F,South Asian,European,American/Indigenous,True,False,0.09758658997523062,0.2054980672061837,0.002574380002306345,0.36442076931153644,0.3299201935047428,2.365059178082192
IND000380,36.4,M,European,European,South Asian,True,True,0.060233466136941013,0.5480788712067728,1.1090447835643234e-05,0.386550855388106,0.005125716820344473,-0.5033040435051129
IND000381,18.0,F,African,African,,False,True,0.7664503005320746,0.04718725656301989,0.005972129526575137,0.03833636677807971,0.14205394660025045,0.19275889207313607
IND000382,60.6,F,African,African,,False,True,0.8205252451661166,2.2694781055768757e-05,0.04387599749175145,0.10788462791962108,0.027691434641455168,0.01885839904094852
IND000383,28.5,F,South Asian,South Asian,,False,True,0.04019805185632119,0.003070688753046441,0.05269234035154478,0.9040068921635477,3.202687554005365e-05,0.34377282175488433
IND000384,58.3,M,American/Indigenous,South Asian,European,True,False,0.01212779427542662,0.4371346290105994,0.023861634304454996,0.020044475964851354,0.5068314664446676,1.072991191270835
IND000385,81.1,F,East Asian,East Asian,European,True,True,0.003543074574327065,0.315417229852848,0.45041715833457374,0.23029192991173328,0.00033060732651797603,0.3280025705140751
IND000386,39.9,M,European,European,,False,True,0.022121085385110525,0.7884527348622274,0.012304493973762117,0.024697287246121205,0.1524243985327787,0.2646780222196157
IND000387,38.3,M,African,African,,False,True,0.6746605663350655,1.7186072633104383e-05,0.23323747693581548,0.08481840930763605,0.0072663613488499045,-0.9522700831099589
IND000388,46.7,F,European,European,,False,True,0.041012168102023835,0.47828878903985234,0.18911156406896187,0.21333539576156638,0.07825208302759565,-0.26635090074461554
IND000389,36.2,F,East Asian,European,,False,False,0.045935872072717765,0.26751236584972915,0.6818129155895151,0.004728556372827564,1.0290115210352409e-05,-1.1689341817947452
IND000390,31.7,M,European,European,,False,True,0.10249376063730543,0.6886860119200902,0.10509726213471476,0.001623128137603709,0.10209983717028583,1.1688359878747472
IND000391,31.7,M,African,African,,False,True,0.9142986502350395,0.010512474425090436,0.05589482807489217,0.01929388552997813,1.6173499965160353e-07,0.003689331166827625
IND000392,68.3,M,South Asian,South Asian,,False,True,0.005925885853252084,0.13415276602667534,0.0013136802562495995,0.7939966987276301,0.0646109691361928,-1.1889034559887741
IND000393,19.4,F,East Asian,East Asian,European,True,True,0.22509152211553188,0.3352972815243981,0.3812395651942285,0.05598349958282395,0.0023881315830173834,0.2597721999284055
IND000394,75.5,F,South Asian,European,,False,False,0.22646484145106605,0.25232896567444735,0.10471102189303458,0.4163941126526943,0.00010105832875776817,-0.06773526462019586
IND000395,46.7,F,African,African,,False,True,0.708774953891819,9.982236080990481e-07,0.18142696879042908,0.034601360282374136,0.07519571881176973,0.2910926414178999
IND000396,34.0,F,African,African,,False,True,0.7355360002570785,0.000993543231241412,0.21581304930830456,0.0057495104732799285,0.04190789673009546,1.356140893043705
IND000397,38.0,F,American/Indigenous,American/Indigenous,European,True,True,0.004740333432031526,0.41247282170146443,0.0032776746024654464,0.07291360611151987,0.5065955641525188,0.8442964997763851
IND000398,45.8,M,South Asian,South Asian,,False,True,0.1147769776640089,0.013110351726341741,0.03466662146047907,0.7009173475170026,0.13652870163216754,0.6132314525173402
IND000399,50.9,M,East Asian,African,,False,False,0.34773718369875817,0.05982843756218512,0.5924329958132889,1.3770414999502636e-06,5.884268009033481e-09,0.6290152659255958
IND000400,76.7,F,European,European,,False,True,0.07482879857562566,0.4897846980556265,0.06219791631511008,0.27748131652160324,0.09570727053203466,0.5106173664217215
IND000401,79.0,M,African,African,,False,True,0.7641297477250156,6.0606664813206116e-05,0.005623718271313102,0.22662977333170484,0.0035561540071532673,-1.4367466319046467
IND000402,75.0,F,East Asian,East Asian,,False,True,0.25040470667824244,0.2866954027949412,0.4152096887516978,0.018879942950578245,0.028810258824540504,-0.18852766412348237
IND000403,73.6,M,East Asian,East Asian,,False,True,0.11407845821133197,0.11657821345144774,0.6411485157949012,0.08817268874835717,0.040022123793962035,-0.0017546881622916843
IND000404,18.0,F,African,African,,False,True,0.9742513752331804,0.01004759776809118,0.015335511565087967,0.00014956417992340976,0.00021595125371692614,-0.0541869029963119
IND000405,19.3,M,European,European,East Asian,True,True,0.14296561952510398,0.2739785665338526,0.25264628679062445,0.14268156615819805,0.18772796099222086,2.11241009686558
IND000406,65.5,M,African,American/Indigenous,,False,False,0.8981918868887914,2.878458604193372e-09,0.00010251556295809871,0.010586395483309398,0.09111919918648265,0.49262347557032465
IND000407,18.2,F,European,East Asian,,False,False,0.010396887696622987,0.600792147690883,0.3792042692711112,0.0047043051562261524,0.004902390185156425,-0.1507546087352638
IND000408,83.4,M,South Asian,South Asian,East Asian,True,True,0.18397627401532635,0.1596062062670877,0.2701087155659038,0.3618566240974197,0.024452180054262484,-0.7832515448463434
IND000409,83.9,M,South Asian,East Asian,,False,False,0.07378764298480171,0.03624239765123011,0.2307205301379629,0.5785743915830034,0.08067503764300192,0.352250051090497
IND000410,25.6,F,American/Indigenous,American/Indigenous,East Asian,True,True,0.008467670079932196,0.006596359369671655,0.4054959609177091,0.007324587563817194,0.5721154220688697,-0.43481113742658617
IND000411,61.2,F,European,American/Indigenous,,False,False,0.00536608399677154,0.8191338625968112,0.03814044289879665,0.0013273247730655564,0.136032285734555,0.6017788852113767
IND000412,45.4,M,African,Other/Unknown,,False,False,0.4376940848168433,0.04703189767548134,0.016457117443457805,0.4073091929575173,0.09150770710670025,-0.6899238350948416
IND000413,31.9,M,American/Indigenous,American/Indigenous,,False,True,0.14688495829982143,4.030083212031043e-05,0.04746634426656217,1.6126515109497807e-07,0.8056082353363448,-0.7605605579398053
IND000414,46.6,M,European,European,,False,True,0.031063112959593554,0.6000335790692847,0.004404892117930105,0.1424755615189955,0.2220228543341962,1.585202800346082
IND000415,20.6,M,European,East Asian,South Asian,True,False,0.0024939108706829517,0.5377657148134054,0.16854753185149388,0.2911882802806633,4.562183754466974e-06,0.9852324444342093
IND000416,25.4,M,South Asian,South Asian,,False,True,0.07715281712984072,0.004361430710713398,0.15050845105698318,0.7679766349088801,6.661935826137387e-07,-0.7544049449634151
IND000417,24.6,F,East Asian,East Asian,,False,True,0.0008682375687248699,0.04100312421048811,0.6253004065208234,0.17379782777948363,0.15903040392047982,-0.5852456983433353
IND000418,84.1,F,East Asian,East Asian,European,True,True,0.2784982783191861,0.2862246461184783,0.4226005099449436,0.011969372475374019,0.0007071931420179155,-0.2550751780344687
IND000419,31.9,M,South Asian,South Asian,American/Indigenous,True,True,0.00048685969894337076,0.11227358461480792,0.03252685910744147,0.5858658565660293,0.268846840012778,2.0928174510871083
IND000420,21.7,M,African,European,,False,False,0.45879221215913374,0.32147986398736034,0.006217264517182243,0.2043589282393275,0.009151731096996258,-0.45817933449560533
IND000421,64.4,F,African,African,,False,True,0.5703799565174419,0.0030892596287005773,0.001793593197182306,0.41434855315636526,0.010388637500309968,-0.25868128459354
IND000422,28.1,F,East Asian,East Asian,,False,True,0.0009014325039073495,0.05111400283625399,0.5717485003064174,0.22502583185372904,0.1512102324996923,-0.04139593376942485
IND000423,64.8,F,South Asian,South Asian,African,True,True,0.3052260607891437,5.701826552827681e-05,0.12071824862774812,0.5739511449891571,4.752732842253917e-05,0.0733966045078408
IND000424,64.1,M,European,American/Indigenous,,False,False,0.06264961121195653,0.4807602959206761,0.002047622796386001,0.16586695468826307,0.28867551538271824,0.08599453638598054
IND000425,73.3,M,European,European,,False,True,0.000954331424418136,0.9687933594210103,0.0011677291898317857,0.006067077088699536,0.023017502876040416,0.5666452818983192
IND000426,48.7,F,American/Indigenous,American/Indigenous,East Asian,True,True,0.0043093499442775915,6.325855574290454e-06,0.4826684725846128,0.0078410712318074,0.5051747803837279,0.11784749767851324
IND000427,54.6,F,African,African,South Asian,True,True,0.6105292092864203,0.021371606676621732,0.023366362845094635,0.2955590071237175,0.04917381406814578,0.911824568504619
IND000428,21.0,M,American/Indigenous,American/Indigenous,South Asian,True,True,0.17613325157703041,0.0050839152822310775,0.00024381035647441215,0.37584194396849124,0.4426970788157729,0.7780536639190431
IND000429,59.1,M,American/Indigenous,South Asian,,False,False,0.07120772985248978,0.015154394507127855,0.001626047969344404,0.41167488095461585,0.500336946716422,0.3843779698034225
IND000430,29.9,M,European,European,,False,True,0.07814640179121425,0.905048002728386,0.016667494414139263,7.656298273036288e-05,6.1538083530103e-05,-1.2525474012289204
IND000431,85.0,F,American/Indigenous,American/Indigenous,South Asian,True,True,0.0028338214462073066,0.07977343612388675,0.039425674073926074,0.320371717901052,0.5575953504549279,0.44949199819175256
IND000432,39.2,M,European,European,American/Indigenous,True,True,7.713074513116473e-05,0.42102665064816897,0.18696465821184208,0.009342982081986603,0.38258857831287124,-0.4527415274542595
IND000433,64.8,M,American/Indigenous,American/Indigenous,African,True,True,0.4416301391134841,1.6295122865300187e-06,5.610780814207286e-06,0.0005752387143946326,0.5577873818790204,-0.25921223702609375
IND000434,76.8,M,American/Indigenous,American/Indigenous,,False,True,0.0076324044750600605,0.19848341209577405,0.24277298815558887,0.0023390462507924094,0.5487721490227846,1.9107565086449265
IND000435,64.0,F,South Asian,South Asian,European,True,True,0.007620919295562747,0.38309028403410594,2.3471536396703407e-05,0.5840835321535806,0.02518179298035407,2.0829307229143446
IND000436,75.8,M,East Asian,East Asian,,False,True,0.03753342171954799,0.010865279297756058,0.8520747369611137,0.045185759011239224,0.05434080301034308,-0.9355003421916249
IND000437,54.7,F,East Asian,East Asian,,False,True,0.00025339553068068235,0.04000998496833751,0.9424816778201598,0.002127233962663881,0.015127707718158218,-0.5762316796794722
IND000438,18.7,F,European,European,,False,True,0.003793118391841866,0.9200881723043492,0.0705582991174412,0.0017542628419271635,0.0038061473444402387,1.2278356678984743
IND000439,57.2,M,African,African,,False,True,0.5926553150135597,0.0606334906174654,0.09553136300291416,0.179487652354378,0.07169217901168282,0.2859215700456365
IND000440,50.3,F,East Asian,South Asian,,False,False,0.0011914768726691933,2.0138532416043644e-06,0.6680834221341888,0.26032758700698916,0.07039550013291133,-0.7856020789237372
IND000441,67.6,M,East Asian,European,,False,False,0.057821979017973354,0.35027655875399155,0.5310307893156417,0.04329959145537319,0.01757108145702007,-0.615819906785023
IND000442,76.1,F,South Asian,South Asian,African,True,True,0.3969208720140114,0.0003301667672107841,0.14330481755063545,0.4570638174345225,0.002380326233619934,-0.44856456560141
IND000443,18.0,F,European,American/Indigenous,South Asian,True,False,0.0026853849910038253,0.38806392715087457,0.005738712654125808,0.33901073600761783,0.2645012391963779,0.23732190773923756
IND000444,43.7,M,African,American/Indigenous,,False,False,0.48783180177781155,0.0009686627621519805,0.13386051229314677,0.025939397453837738,0.35139962571305194,-0.08375666091388237
IND000445,85.0,F,American/Indigenous,American/Indigenous,,False,True,0.04554810395555244,0.07497927272780601,0.003682517223505868,0.0008784730465033107,0.8749116330466324,0.3659505313462584
IND000446,85.0,M,East Asian,East Asian,,False,True,0.16888539810679895,0.01999655239278614,0.8066607481651874,0.0014212479224829707,0.003036053412744586,-0.4397446879633286
IND000447,59.5,F,American/Indigenous,African,,False,False,0.20483088490033585,0.11250624531502113,0.000468576711434184,0.1557038197791049,0.5264904732941039,0.3602988927844451
IND000448,40.8,M,African,European,,False,False,0.7497259289183252,0.14293196625789586,0.034843395187682875,0.07169211044809466,0.0008065991880013884,-0.15616379479973294
IND000449,57.2,M,European,European,American/Indigenous,True,True,0.03422460979502378,0.49538943408041275,0.09318489489584476,0.06414837443424888,0.3130526867944696,-0.26399149105366915
IND000450,57.2,M,European,East Asian,,False,False,0.16101209610603398,0.4611031352918389,0.26189164562978956,7.957541882996667e-06,0.11598516543045448,0.6720403202348776
IND000451,61.0,F,American/Indigenous,American/Indigenous,,False,True,0.0024209738647655832,0.06797016086122545,0.0005046295224184354,0.07855819168630346,0.850546044065287,2.0500302261438756
IND000452,81.0,M,South Asian,South Asian,,False,True,0.01265622418668265,0.048469900567344675,0.17603358393635402,0.750776812216267,0.012063479093351604,0.3649615410046744
IND000453,46.3,M,East Asian,East Asian,,False,True,0.04335071243111616,0.1229141263018307,0.7630953391475865,0.06354620206179487,0.0070936200576719064,0.33160316187270916
IND000454,70.9,F,East Asian,East Asian,,False,True,0.004797147336497547,0.28988367581913577,0.6650471341019594,0.00018247711126896394,0.040089565631138364,0.10683828205636903
IND000455,18.0,F,African,African,South Asian,True,True,0.465211994485868,0.00094168836410559,0.10321150578813024,0.4287139277517038,0.0019208836101922099,0.5101190393479534
IND000456,43.0,M,African,African,South Asian,True,True,0.5353366360449453,2.749503511156626e-05,6.073015699805936e-07,0.3413498034646427,0.12328545815373046,0.8291321695053002
IND000457,25.1,M,South Asian,South Asian,European,True,True,1.1735178430908876e-06,0.377474269420664,0.1423696449204458,0.4729476283386694,0.007207283802377776,0.3402879502093302
IND000458,26.4,M,South Asian,East Asian,,False,False,0.0636066565180187,0.11749088521405568,0.4044040379785693,0.41399961522695994,0.0004988050623963726,0.8862355522902681
IND000459,75.0,F,South Asian,South Asian,,False,True,0.0009734040264149722,1.1656847609071763e-05,3.23339415603676e-05,0.9548435401399821,0.04413906504443345,0.8678660791636916
IND000460,18.0,F,European,European,American/Indigenous,True,True,0.008966681254863813,0.6610175645231008,0.003691034939723797,0.03161455907789796,0.29471016020441354,-0.3469587883550356
IND000461,58.2,M,African,African,,False,True,0.7487392447483536,0.00037880447150263403,1.3018716370396313e-09,0.004921800350450006,0.2459601491278222,-1.2868582891391147
IND000462,55.2,F,American/Indigenous,American/Indigenous,,False,True,0.16417791348561564,0.012659239090797681,0.00034075705526406147,0.17393048893633084,0.6488916014319918,-0.35526572831210723
IND000463,55.4,M,European,European,,False,True,0.09974636319651291,0.7611460825434648,0.0002799227215870695,0.0014670160230679907,0.13736061551536746,0.9050930981714949
IND000464,43.5,M,East Asian,Other/Unknown,,False,False,0.10445435642352564,0.021995968465030196,0.8733566426861075,1.1707721921781997e-07,0.00019291534811761115,-1.7009453441862594
IND000465,61.0,F,East Asian,East Asian,,False,True,0.03014748258458415,0.34633405468544043,0.46678660663282534,6.814123941808278e-05,0.15666371485773192,1.0489837829624047
IND000466,78.8,F,European,European,,False,True,5.816287851955965e-05,0.4412985270582524,0.15840356404938302,0.4002326722791656,7.073734679335186e-06,-0.36496914629320404
IND000467,38.1,M,European,European,,False,True,0.11062081149695112,0.5825111306806635,0.2339068298782989,0.05506062397470025,0.017900603969386232,1.5827735964699035
IND000468,75.0,M,European,European,,False,True,0.28897179580850446,0.4575112692078416,0.0287566151677935,0.22450028436178457,0.00026003545407595277,0.10303748642888871
IND000469,18.0,F,East Asian,East Asian,,False,True,2.4498802284991285e-05,0.03325067924085229,0.6070670913903963,0.13284291022008607,0.22681482034638045,-0.603605327008653
IND000470,73.9,F,South Asian,European,,False,False,0.0016122371866737733,0.2565020980451425,0.0072256043127065005,0.7346600538263215,6.629155867625435e-09,0.3883657357993988
IND000471,74.7,F,American/Indigenous,American/Indigenous,East Asian,True,True,1.911713921066402e-06,0.0058625339523868175,0.2689481585736339,0.11081108213733962,0.6143763136227186,1.0126957187881878
IND000472,23.6,M,East Asian,East Asian,,False,True,0.004580031706066527,0.11927070624096973,0.8761293572064798,1.738058211520068e-05,2.5242643687599898e-06,1.2344950531445056
IND000473,67.2,M,American/Indigenous,American/Indigenous,,False,True,0.00027567008951418284,0.05870126090328507,0.038759915074587266,6.021460496117382e-05,0.9022029393276524,0.032963126995426584
IND000474,43.9,F,European,European,,False,True,0.07465258338831836,0.6730516822694982,0.13829300052761093,0.00048197982446691797,0.11352075399010568,-0.5276113755435536
IND000475,45.3,M,European,European,East Asian,True,True,0.12241806976668744,0.45124112491399215,0.31067009680098057,0.040542859872190466,0.07512784864614927,-0.02136101824200709
IND000476,40.7,M,East Asian,African,,False,False,0.04861994863001914,0.00010906835700990995,0.8977982823540457,0.034972323293103576,0.01850037736582173,-0.5123245838326823
IND000477,50.7,F,African,African,,False,True,0.7987941883154949,0.0008124590898219372,0.029190683680544036,0.039395257395583354,0.13180741151855577,1.2413050936420125
